Ticker,Buy_Date,Buy_Price,Sell_Date,Sell_Price,Profit%,%Below_Lower,Days_Held
A,2025-04-03,109.43952178955078,2025-04-24,106.79508972167967,-2.416341029848686,-0.11858177923132657,21
AAPL,2025-03-11,220.55078125,2025-03-31,221.83909606933597,0.5841352327270279,-0.07899466372349372,20
AAPL,2025-04-04,188.13330078125,2025-04-23,204.33206176757807,8.61025715227471,-0.15423858012517122,19
ABBV,2025-04-04,183.66172790527344,2025-04-25,184.4667510986328,0.4383184251509269,-0.1496259480562508,21
ABNB,2025-04-04,106.66000366210938,2025-04-23,118.27999877929688,10.894425949954721,-0.12557707110655605,19
ABT,2025-07-17,120.51000213623048,2025-08-04,129.92999267578125,7.816770701656732,-0.06767728382121133,18
ACN,2025-06-20,283.9498596191406,2025-07-21,282.45001220703125,-0.528208541508387,-0.031214480097862957,31
ADBE,2025-03-13,377.8399963378906,2025-04-14,350.9100036621094,-7.1273536250245435,-0.05016694478550009,32
ADBE,2025-06-13,391.6799926757813,2025-07-14,366.989990234375,-6.303615937269436,-0.009826313795794019,31
ADI,2025-04-03,180.06019592285156,2025-04-24,194.34515380859372,7.933434600872411,-0.18797007673503371,21
ADM,2025-02-04,46.48711395263672,2025-02-21,47.70002746582031,2.609139200207971,-0.11401506557994981,17
ADM,2025-04-04,42.87954330444336,2025-04-14,45.95792388916016,7.17913566117158,-0.08688560084949144,10
AES,2025-04-04,10.448531150817873,2025-05-02,10.043750762939451,-3.874041068889734,-0.0690793961977717,28
AIZ,2025-04-04,186.27471923828125,2025-04-29,193.3866424560547,3.8179755400280153,-0.09275737224010829,25
AKAM,2025-02-21,76.7300033569336,2025-03-19,82.41000366210938,7.402580550861551,-0.11893778019424309,26
AKAM,2025-04-04,73.69000244140625,2025-04-24,79.19999694824219,7.477261940949378,-0.14084915984695692,20
ALB,2025-03-03,69.10781860351562,2025-03-17,78.8257064819336,14.06192247822391,-0.13475551897310298,14
ALB,2025-04-03,66.06893920898438,2025-04-29,59.07457733154297,-10.586460084242248,-0.2182071296633066,26
ALGN,2025-04-08,144.32000732421875,2025-04-09,165.02999877929688,14.350048783293486,-0.10058064924999997,1
ALL,2025-04-04,185.6732940673828,2025-04-28,194.47080993652344,4.738169758515682,-0.07985117452032954,24
AMAT,2025-02-27,156.1958465576172,2025-03-24,154.51065063476562,-1.0788993177420574,-0.06756257705278106,25
AMAT,2025-04-03,135.12576293945312,2025-04-09,149.30545043945312,10.493696532432239,-0.13815166115206776,6
AMCR,2025-04-07,8.795624732971191,2025-04-14,9.406980514526367,6.950680595358436,-0.08213903877412264,7
AMD,2025-02-27,99.51000213623048,2025-03-17,104.58999633789062,5.105008634916483,-0.12486249133488551,18
AMD,2025-04-04,85.76000213623047,2025-04-24,94.47000122070312,10.156248679468025,-0.17925099876752473,20
AME,2025-04-03,161.2118377685547,2025-04-24,166.95193481445312,3.560592773676622,-0.11719976633863298,21
AMGN,2025-04-08,277.804931640625,2025-04-29,286.0322265625,2.9615366700969954,-0.07505856598284999,21
AMP,2025-03-04,494.9407653808594,2025-03-24,504.8560180664063,2.003321079830047,-0.08840108492613975,20
